Company,City,Addrs,zip,lat,lng
Deutsche Shell Chemie Gmbh,Köln, Ludwigshafener Str. 1 Pf 5220 50389 Wesseling,50389,50.819801,6.975916
Saint-gobain Abrasives Gmbh,Köln, Birkenstr. 45-49 Pf 1261 50389 Wesseling,50389,50.819801,6.975916
Csl Behring Gmbh,Marburg an der Lahn, Emil-von-behring-str. 76 35041 Marburg,35041,50.819868,8.70301
Dade Behring Marburg Gmbh,Marburg an der Lahn, Emil-von-behring-str. 76 Pf 1148 35041 Marburg,35041,50.819868,8.70301
Norgine Gmbh,Marburg an der Lahn, Im Schwarzenborn 4 Pf 1840 35041 Marburg,35041,50.819868,8.70301
Novartis Vaccines & Diagnostics Gmbh & Co. Kg,Marburg an der Lahn, Emil-von-behring-str. 76 35041 Marburg,35041,50.819868,8.70301
Rudol-fabrik Hermann Hagemeier,Köln, Surther Str. 172 Pf 1704 50321 Bruhl,50321,50.826136,6.901549
Ex Trade Trapp & Partner Gmbh,Köln, Oberdorster Str. 4 53819 Neunkirchen-seelscheid,53819,50.828905,7.342812
Total Glass Lubricants Europe Gmbh,Köln, 53819 Neunkirchen-seelscheid,53819,50.828905,7.342812
Met Instruments Gmbh,Aachen, Hander Weg 52 52072 Aachen,52072,50.831144,6.12255
Kunststofftechnik Mues,Arnsberg, Enkerbruch 24 59581 Warstein Nordrhein-westfalen,59581,50.83267,7.36643
Powerpellets Vertriebs Gmbh & Co. Kg,Arnsberg, 59939 Olsberg,59939,50.83267,7.36643
Arnstadterwerkzeug-undmaschinenbauag,Erfurt, Rudislebener Allee 6 99310 Arnstadt,99310,50.837913,10.944112
Chemaprozess-undsystemtechnikgmbh,Erfurt, Emil Pasburg Str. 4 99310 Arnstadt,99310,50.837913,10.944112
Kollmer Mineralolhandel Gesellschaft Mit...,Erfurt, Muhlweg 1 99310 Arnstadt,99310,50.837913,10.944112
Rkw Ag Rheinische Kunststoff- Werke...,Fulda, Industriestr. 2-6 36269 Philippsthal,36269,50.841996,10.001878
Steiner Gmbh Chemie U. Labortechnik,Siegen, 57080 Siegen,57080,50.843293,7.987679
Steiner Gmbh,Siegen, Talsbachstr. 14-14a 57080 Siegen,57080,50.843293,7.987679
Happ Kunststoffspritzgusswerk Und Formenbau Gmbh,Bonn, Oelerother Str. 6 53809 Ruppichteroth Nordrhein-westfalen,53809,50.844711,7.482143
Firmenichgesellschaftmitbeschrankterhaftung,Köln, Alfred-nobel-str. 46-56 50169 Kerpen,50169,50.853779,6.763225
Gottfried Schmalfuss Gmbh,Köln, Heisenbergstr. 55-57 4140 50169 Kerpen,50169,50.853779,6.763225
Gustav Koch Gmbh & Co. Kg,Köln, Alfred-nobel-str. 81-91 4125 50169 Kerpen,50169,50.853779,6.763225
Durotherm Maschinen Und Anlagen Vertriebs Gmbh,Marburg an der Lahn, Untere Heide 6 35232 Dautphetal,35232,50.857777,8.543151
abcchemieproduktiongmbh&co.kg,Köln, Brusseler Str. 15 53842 Troisdorf,53842,50.858013,7.196723
Heuschrecke Naturkost Gmbh,Köln, Redcarstr. 50a 53842 Troisdorf,53842,50.858013,7.196723
Oehr Emballagen Vertriebs Gmbh,Köln, Zobelweg 2 53842 Troisdorf,53842,50.858013,7.196723
Wachendorff-chemie Gmbh,Köln, Langbaurghstr. 15 53842 Troisdorf,53842,50.858013,7.196723
Vedimpharmagmbh,Köln, Huttenstr. 205 Pf 1340 50170 Kerpen,50170,50.860243,6.582184
Injectaseal Bms Gmbh & Co. Kg,Köln, Boelckestr. 21-23 50171 Kerpen,50171,50.861083,6.651571
Albert Tillmann Gmbh,Siegen, Lerchenstr. 121 Pf 1408 51597 Morsbach,51597,50.86438,7.72807
Novoplant Gmbh,Halberstadt, Am Schwabeplan 1b 06466 Gatersleben,6466,50.86653,7.72802
Sungene Gmbh,Halberstadt, Corrensstr. 3 06466 Gatersleben,6466,50.86653,7.72802
Hans Bischoff Gmbh Pharmazeutische Praeparate,Köln, Friedrich-ebert-str. 6 50996 Koln,50996,50.868906,6.981921
Jan Jirotka Gmbh,Köln, an Der Wachsfabrik 10 50996 Koln,50996,50.868906,6.981921
Leonhard Kaiser Gmbh,Fulda, Am Ententeich 3 36251 Bad Hersfeld,36251,50.868941,9.707181
Lomo Lorenz Mohr Gmbh & Co. Kg,Fulda, Dudenstr. 23 36251 Bad Hersfeld,36251,50.868941,9.707181
Beerso Lackfabrik Otto Wedekind Gmbh & Co. Kg,Köln, an Der Hasenkaule 4 50354 Hurth,50354,50.870961,6.868111
Eichrodt Chemie Gmbh,Köln, Alleestr. 18 50354 Hurth,50354,50.870961,6.868111
fhtflussiggashandelundtransportgmbh&co.kg,Köln, Leyboldstr. 8 50354 Hurth,50354,50.870961,6.868111
Infraserv Gmbh & Co. Knapsack Kg,Köln, Industriestr. (Chemicpark Knapsack) 50354 Hurth,50354,50.870961,6.868111
Paul Vollrath Gmbh & Co.,Köln, Max-planck-str. 13 Pf 1653 50354 Hurth,50354,50.870961,6.868111
Trommsdorff,Aachen, Trommsdorffstr. 2-6 52477 Alsdorf,52477,50.874196,6.161718
Carpenter Gmbh,Erfurt, Industriestr. 2 99334 Ichtershausen,99334,50.881572,11.021555
Gerana Cosmetic Gmbh,Gera, Stadtgraben 16 07545 Gera,7545,50.88668,12.0909
Chemet Chemischmetallurgische...,Koblenz, Industriegebiet Auf Der Heide 1a Pf 1209 56424 Staudt,56424,50.8936,12.47522
Chemcycle Bitterfeld Gmbh,Koblenz, 56593 Horhausen,56593,50.8936,12.47522
Clariant Masterbatches Gmbh,Koblenz, Hohenrhein 1 56112 Lahnstein,56112,50.8936,12.47522
Deutero Gmbh,Koblenz, Am Ring 29 56288 Kastellaun,56288,50.8936,12.47522
Finger Beton Westerburg Gmbh & Co. Kg,Koblenz, Industriestr. 3 56457 Westerburg,56457,50.8936,12.47522
Gescha-klebe-systeme Vertriebs Gmbh,Koblenz, Dr.-walter-lessing-str. 4 56112 Lahnstein,56112,50.8936,12.47522
Herz Gmbh,Koblenz, Biberweg 1 Pf 210260 56566 Neuwied,210260,50.8936,12.47522
Lenz-chemie Gmbh,Koblenz, Langstr. 36 56459 Girkenroth,56459,50.8936,12.47522
Schmidt Medizintechnik,Koblenz, Hauptstr. 50 65599 Dornburg,65599,50.8936,12.47522
Sova Gesellschaftmitbeschrankterhaftung,Koblenz, Klostergarten 3 56341 Kamp-bornhofen,56341,50.8936,12.47522
Wepa Apothekenbedarf Gmbh & Co Kg,Koblenz, Am Fichtenstrauch 6 Pf 1455 56204 Hillscheid,56204,50.8936,12.47522
Inmedan Pharma Gmbh,Köln, Utestr. 25 51147 Koln,51147,50.894698,7.078515
Josef Oellers Chemische Fabrik,Aachen, Auf Der Komm 1 52457 Aldenhoven,52457,50.895861,6.282096
Oellers-immex Produktions- Und Vertriebs Gmbh &...,Aachen, Auf Der Komm 1-3 52457 Aldenhoven,52457,50.895861,6.282096
Pharma Aldenhoven Gmbh & Co. Kg Gesellschaft Zur...,Aachen, Industriestr. 6 52457 Aldenhoven,52457,50.895861,6.282096
Schoeder Kg Schmierstofftechnik,Siegen, Am Hausplatz 7 57258 Freudenberg,57258,50.89723,7.876504
Wieds Ecochem Ag,Siegen, Gewerbestr. 1a 57258 Freudenberg,57258,50.89723,7.876504
Thurn-produkte Inhaber Adolf Thurn Jun.,Köln, Bovingen 108 53804 Much,53804,50.905408,7.407824
Biocentiv Gmbh,Jena, Winzerlaer Str. 2a 07745 Jena,7745,50.90924,11.52982
Jenapharm Gmbh & Co. Kg,Jena, Otto-schott-str. 15 07745 Jena,7745,50.90924,11.52982
A. Moras & Comp. Gmbh & Co. Kg,Köln, Europaallee 42 Pf 1669 50226 Frechen,50226,50.910052,6.815261
Christian Ohrem Gmbh,Köln, Bonnstr. 15-17 50226 Frechen,50226,50.910052,6.815261
Igefa Fachgroshandel Fur Artikel Der Sauberkeit...,Köln, Europaallee 68-72 50226 Frechen,50226,50.910052,6.815261
New Line,Köln, Alfred-nobel-str. 1-3 50226 Frechen,50226,50.910052,6.815261
Beromin Chemie Gmbh,Aachen, Arnold-sommerfeld-ring 20 Pf 1480 52499 Baesweiler,52499,50.911904,6.187378
Cardinal Health Germany 318 Gmbh,Aachen, Pascalstr. 2 Pf 1207 52499 Baesweiler,52499,50.911904,6.187378
Chemagen Biopolymer- Technologie...,Aachen, Arnold-sommerfeld-ring 2 52499 Baesweiler,52499,50.911904,6.187378
Bolder Arzneimittel Gmbh,Köln, Koblenzer Str. 65 50968 Koln,50968,50.912368,6.966793
Baumann & Rohrmann Gmbh,Köln, Kolner Str. 256 51149 Koln,51149,50.91936,7.02511
Plasticverarbeitung Walter Liesegang Kg,Köln, Kolner Str. 1a 51149 Koln,51149,50.91936,7.02511
Agratec Ag & Co. Biogaskraftwerk Zittau Kg,Görlitz, 02763 Zittau,2763,50.919712,14.80262
Lafazit Gmbh,Görlitz, Dittelsdorfer Str. 12 02763 Zittau,2763,50.919712,14.80262
Rolf Halang,Görlitz, Edmund-kretschmer-str. 17 02763 Zittau,2763,50.919712,14.80262
Zittauer Kunststoff Gmbh,Görlitz, Dittelsdorfer Str. 15 02763 Zittau,2763,50.919712,14.80262
Josef Esser,Aachen, Rudolf-diesel-str. 7 52428 Julich,52428,50.921007,6.361197
Maicom Quarz Gmbh,Gera, Stolzenberg 5 04626 Posterstein,4626,50.930279,12.345619
"Carl Arnsperger Chemikalien Gmbh & Co. Kg, Koeln",Köln, Toyota-allee 95 50858 Koln,50858,50.932068,6.857361
Ccm Gmbh Creative Chemical Manufacturers,Köln, Diepenbroich 8 51491 Overath,51491,50.932567,7.284679
Christa Laudenberg,Köln, Hohkeppeler Str. 6 51491 Overath Nordrhein-westfalen,51491,50.932567,7.284679
Snbz Suppliers Germany,Köln, Brabanter Str 8 50672 Köln,50672,50.939166,6.956841
Johann Maria Farina Gegenuber Dem Julichsplatz...,Köln, Obenmarspforten 21 50667 Koln,50667,50.939166,6.956841
Maria Clementine Martin Klosterfrau Gmbh & co.kg,Köln, Gereonsmuhlengasse 1-11 50670 Koln,50670,50.939166,6.956841
Eigen & Steingass Gmbh & Co. Kg,Köln, Martin-kollen-str. 14 51103 Koln,51103,50.941191,7.026949
Blaugold Gmbh,Köln, Venloer Str. 241 50823 Koln,50823,50.945626,6.920592
Condomi Ag,Köln, Venloer Str. 231b 50823 Koln,50823,50.945626,6.920592
Cosmopolitan Cosmetics Gmbh,Köln, Venloer Str. 241-245 50823 Koln,50823,50.945626,6.920592
Mulhens Gmbh & Co. Kg,Köln, Venloer Str. 241-245 50823 Koln,50823,50.945626,6.920592
Walter Bieg & Co. Nachf.,Köln, Gutenbergstr. 14-18 50823 Koln,50823,50.945626,6.920592
Avery Dennison Materials G. M. B. H,Erfurt, Rudloffstr. 6 99867 Gotha,99867,50.948354,10.697271
Monika Schiffbahn,Hagen, Industriegebiet 2 51674 Wiehl,51674,50.949125,7.552022
Opfermann Arzneimittel Gmbh,Hagen, Robert-koch-str. 2 Pf 1420 51674 Wiehl,51674,50.949125,7.552022
Striko Verfahrenstechnik W. Strikfeldt & Koch Gmbh,Hagen, Fritz-kotz-str. 14 1440 51674 Wiehl,51674,50.949125,7.552022
Jpr Jenaer Pflanzenrohstoffe,Jena, Engelplatz 11 07743 Jena,7743,50.951765,11.613224
Fit Gmbh,Görlitz, Am Werk 9 02788 Hirschfelde,2788,50.954086,14.872722
Fluorchemie Dohna Gmbh,Dresden, Weesensteiner Str. 2 01809 Dohna,1809,50.955478,13.85836
Henkel Doros Gmbh,Dresden, Rudolf-breitscheid-str. 41 01809 Heidenau,1809,50.955478,13.85836
Meda Manufacturing Gmbh,Köln, Neurather Ring 1 51063 Koln,51063,50.955614,7.013866
"Volker Lorig, Wolf Schiebel, Niklas Voigt, Lea...",Köln, Deutz-mulheimer Str. 216 51063 Koln,51063,50.955614,7.013866
"Btc Speciality Chemical Distribution Gmbh, Basf...",Köln, Maarweg 163/165 Cologne Nrw 50825,50825,50.957776,6.900023
Radermacher & Faust Gmbh,Köln, Mathias-bruggen-str. 70 50827 Koln,50827,50.957776,6.900023
H. Nitsch & Sohn Gmbh & Co.,Siegen, Hagener Str. 108 57223 Kreuztal,57223,50.961356,8.000512
Horst Edelhoff,Siegen, Hagener Str. 381 57223 Kreuztal,57223,50.961356,8.000512
Kroena Lackfabrik Gmbh,Siegen, Hagener Str. 376 57223 Kreuztal,57223,50.961356,8.000512
Lackfabrik Ernst Bub Gmbh,Siegen, Marburger Str. 250 Pf 1142 57223 Kreuztal,57223,50.961356,8.000512
Tex-color Bau- Und Vertriebsges. Mbh,Erfurt, Heckerstieg 4 99085 Erfurt,99085,50.964748,11.046308
Rowa-wagner Gmbh & Co. Kg Arzneimittelfabrik,Köln, Frankenforster Str. 77 51427 Bergisch Gladbach,51427,50.96547,7.116784
Erwin Czub Kunstoffverarbeitung Gmbh,Siegen, Zum Altenberg 6 57482 Wenden,57482,50.968634,7.872574
Josef Herzog k.g. Brennstoff Gross- U....,Köln, Lohsestr. 3-5 50733 Koln,50733,50.97354,6.95241
Condomi Produktionsgesellschaft Mbh,Erfurt, Tiergartenstr. 2 99089 Erfurt,99089,50.975431,11.026185
carbokolnkohlensaure-vertriebsges.mbh,Köln, Von-hunefeld-str. 15 50829 Koln,50829,50.975599,6.859071
Mactac Deutschland Gmbh,Köln, Mathias-bruggen-str. 140 50829 Koln,50829,50.975599,6.859071
W. Peffermann Gmbh & Co. Kg,Köln, Dellbrucker Mauspfad 273 51069 Koln,51069,50.978678,7.070483
Carbosulf Chemische Werke Gmbh,Köln, Geestemunder Str. 26 50735 Koln,50735,50.989804,6.961424
Deutsche Infineum Gmbh,Köln, Neusser Landstr. 16 50735 Koln,50735,50.989804,6.961424
Plastichem Kunststoffhandelsges. Mbh & Co. Kg,Köln, an Der Schanz 2 Colonia Haus 50735 Koln,50735,50.989804,6.961424
Wachs- Und Ceresin-fabriken Th. C. Tromm Gmbh,Köln, Feuerstr. 7-17 50735 Koln,50735,50.989804,6.961424
Coradol-pharma Gmbh,Köln, Ludwig-erhard-str. 10 50129 Bergheim,50129,50.993178,6.659278
Hagen Bickenbach Allgemeine Verwaltungs- Und...,Hagen, Gustav-adolf-str. 11 51645 Gummersbach,51645,50.994527,7.50217
Heizol Wagner Wedding Gmbh,Köln, Moitzfeld 22-24 51429 Bergisch Gladbach,51429,50.998787,7.192327
Miltenyi Biotec Gmbh,Köln, Friedrich-ebert-str. 68 51429 Bergisch Gladbach,51429,50.998787,7.192327
S & D Chesham Gmbh,Köln, 51429 Bergisch Gladbach,51429,50.998787,7.192327
Kurt Muller Gmbh,Köln, Zeppelinstr. 7-9 50259 Pulheim,50259,50.998823,6.798127
Maxim Markenprodukte Gmbh & Co. Kg,Köln, Donatusstr. 112 50259 Pulheim,50259,50.998823,6.798127
Rdd Raum-duft-design Gmbh,Köln, Reiherweg 12a 50259 Pulheim,50259,50.998823,6.798127
Bombastus-werke - Ag,Dresden, Willsdruffer Str. 170 01705 Freital,1705,50.999767,13.650197
Peter Hussen Nachfolger Farben Gmbh,Köln, Dusseldorfer Str. 330 51061 Koln,51061,51.001957,7.041672
Vakutrend Beschichtungsges. Mbh,Dresden, Bismarckstr. 56 01257 Dresden,1257,51.002295,13.841829
Actega Rhenania Gmbh,Köln, 41516 Grevenbroich,41516,51.00273,6.93286
Acteon Germany Gmbh,Köln, Industriestr. 9 40822 Mettmann,40822,51.00273,6.93286
Actavis Deutschland Gmbh & Co. Kg,Köln, Elisabeth-selbert-str. 1 40764 Langenfeld (Rheinland),40764,51.00273,6.93286
Airliquidedeutschlandgmbh,Köln, Hans-gunther-sohl-str. 5 Pf 101201 40235 Dusseldorf,101201,51.00273,6.93286
Airo-chemie A. Schmiemann Gmbh & Co. Kg,Köln, Carl-leverkus-str. 27 Pf 1143 40764 Langenfeld (Rheinland),40764,51.00273,6.93286
Alexanderwerk Ag,Köln, Kippdorfstr. 6-24 Pf 100163 42857 Remscheid,100163,51.00273,6.93286
...,Köln, Carl-leverkus-str. 10a 40764 Langenfeld (Rheinland),40764,51.00273,6.93286
Apro Technologie Gmbh,Köln, Winkelsweg 178-180 40764 Langenfeld,40764,51.00273,6.93286
Ashiand-sudchemie- Kernfest Gmbh,Köln, Reisholzstr. 16-18 Pf 440 40721 Hilden,40721,51.00273,6.93286
Ask Gmbh,Köln, Reisholzstr. 16-18 40721 Hilden,40721,51.00273,6.93286
Atlantic Gmbh,Köln, Gartenstr. 7-17 53229 Bonn,53229,51.00273,6.93286
Barbara Jacobs,Köln, Kolner Str. 87a 42897 Remscheid,42897,51.00273,6.93286
Baur Gaebel Gmbh,Köln, Bruhler Str. 210-212 Pf 510520 50968 Koln,510520,51.00273,6.93286
Bayer Ag,Köln, Bag-lp-gfk 51368 Leverkusen,51368,51.00273,6.93286
Bayer Cropscience Deutschland Gmbh,Köln, Elisabeth-selbert-str. 4a 40764 Langenfeld,40764,51.00273,6.93286
Becker Maschinenbau Gmbh,Köln, Hohscheider Str. 122 42699 Solingen,42699,51.00273,6.93286
Bergchemie J. C. Broecking & Co. Gmbh,Köln, Rudolfstr. 14 Pf 200139 42285 Wuppertal,200139,51.00273,6.93286
Bluchergesellschaftmitbeschrankterhaftung,Köln, Mettmanner Str. 25 40699 Erkrath,40699,51.00273,6.93286
Blue Star Silicones Germany Gmbh,Köln, Quettinger Str. 289 300244 51381 Leverkusen,300244,51.00273,6.93286
Boxo-pharm Arzneimittel Gmbh,Köln, Karl-geusen-str. 173 40231 Dusseldorf,40231,51.00273,6.93286
Caesarundloretzgmbh,Köln, Herderstr. 31 Pf 248 40721 Hilden,40721,51.00273,6.93286
Carlofon Gmbh,Köln, 40764 Langenfeld,40764,51.00273,6.93286
Casco Products Gmbh,Köln, Kasinostr. 19-21 Pf 100720 42103 Wuppertal,100720,51.00273,6.93286
Cc Dr. Schutz Gmbh,Köln, Holbeinstr. 17 200333 53175 Bonn,200333,51.00273,6.93286
Certoplast Vorwerk & Sohn Gmbh,Köln, Mungstener Str. 10 42285 Wuppertal,42285,51.00273,6.93286
Ceva Tiergesundheit Gmbh,Köln, Kanzlerstr. 4 Pf 330266 40472 Dusseldorf,330266,51.00273,6.93286
...,Köln, Olpener Str. 9-13 Pf 910157 51103 Koln,910157,51.00273,6.93286
Chem Synergy Ag,Köln, Am Meerkamp 17 40667 Meerbusch,40667,51.00273,6.93286
Chemische Werke Zell-wildshausen Gmbh,Köln, Hansaallee 159 Pf 290321 40549 Dusseldorf,290321,51.00273,6.93286
Coley Pharmaceutical Gmbh,Köln, Elisabeth-selbert-str. 9 40764 Langenfeld Nordrhein-westfalen,40764,51.00273,6.93286
Colorplasticchemie Albert Schleberger Gmbh,Köln, Schlosserstr. 5 120538 42899 Remscheid,120538,51.00273,6.93286
Deutsche Ici Gmbh,Köln, Dusseldorfer Str. 96-100 40721 Hilden,40721,51.00273,6.93286
Dr. Bruno Scheffler Nachf. Gmbh & Co. Kg,Köln, Senefelderstr. 44 200529 51469 Bergisch Gladbach,200529,51.00273,6.93286
Dr. Jonson Gmbh,Köln, Fallerslebenweg 9-13 190447 42719 Solingen,190447,51.00273,6.93286
Dr. A. Conrads Lacke Gmbh & Co. Kg,Köln, Viehhofstr. 206 Pf 110137 42117 Wuppertal,110137,51.00273,6.93286
Dr. F. Krantz Rheinisches Mineralien-kontor Gmbh...,Köln, Fraunhoferstr. 7 53121 Bonn,53121,51.00273,6.93286
Drecowerkewaschundkorperpflegemittelgmbh,Köln, Hamburger Str. 5 40221 Dusseldorf,40221,51.00273,6.93286
Dyckerhoff Pharma Gmbh & Co. Kg,Köln, Robert-perthel-str. 49 Pf 420417 50739 Koln,420417,51.00273,6.93286
Dupont Hellac Gmbh & Co. Kg,Köln, Christbusch 25 Pf 1140 42285 Wuppertal,42285,51.00273,6.93286
Dursol - Fabrik Otto Durst Gmbh & Co. Kg,Köln, Martinstr. 22 Pf 190210 42655 Solingen,190210,51.00273,6.93286
Enthone Gmbh,Köln, Elisabeth-selbert-str. 4 400414 40764 Langenfeld,400414,51.00273,6.93286
Eramex Aromatics Gmbh,Köln, Grunstr. 105 40667 Meerbusch,40667,51.00273,6.93286
Farhat Und Swopco Ohg,Köln, Finkenstr. 2 42659 Solingen Nordrhein-westfalen,42659,51.00273,6.93286
Fere Dosier- Und Klebsysteme Gmbh,Köln, Hans-bockler-str. 42 40764 Langenfeld (Rheinland),40764,51.00273,6.93286
Flint Group Koln Gmbh,Köln, Weiser Str. 147-151 Pf 501860 50999 Koln,501860,51.00273,6.93286
Gebrueder Haeyn Kg,Köln, Im Teelbruch 136 Pf 185223 45219 Essen,185223,51.00273,6.93286
Girindus Ag,Köln, Buchenallee 20 Pf 100259 51427 Bergisch Gladbach,100259,51.00273,6.93286
Grasolin-lackfabrik Gmbh,Köln, Wuppertaler Str. 111 Pf 180108 42653 Solingen,180108,51.00273,6.93286
Gustav Grolman Gmbh & Co. Kg,Köln, Fuggerstr. 1 Pf 210354 41468 Neuss,210354,51.00273,6.93286
H. Schmincke & Co. Gmbh & Co. Kg,Köln, Otto-hahn-str. 2 40699 Erkrath,40699,51.00273,6.93286
Hanf & Nelles Gmbh & Co. Kg,Köln, Paul-thomas-str. 49 40589 Dusseldorf,40589,51.00273,6.93286
Hans Baier E. K.,Köln, Baumberger Str. 17 Pf 1142 40764 Langenfeld,40764,51.00273,6.93286
Hans Gessert & Sohn,Köln, Siemensstr. 17 40721 Hilden,40721,51.00273,6.93286
Hannelore M. Eller Import-vertretungen Charlotta...,Köln, Grimlinghauser Str. 33 40221 Dusseldorf,40221,51.00273,6.93286
Harold Scholz & Co. Gmbh,Köln, Bertram-blank-str. 8 Pf 300581 51427 Bergisch Gladbach,300581,51.00273,6.93286
Heinz Felder Gmbh,Köln, Alte Ziegelei 2-6 42653 Solingen,42653,51.00273,6.93286
Helago-pharma Gmbh,Köln, Rheinallee 11 Pf 200652 53173 Bonn,200652,51.00273,6.93286
Hockey Schneidwaren Kg,Köln, Blumenstr. 111 101260 42655 Solingen,101260,51.00273,6.93286
Hollywood Nails Gmbh,Köln, 42897 Remscheid,42897,51.00273,6.93286
Honig Muengersdorff Gesellschaft Mit...,Köln, an St. Agatha 37 Pf 290202 50667 Koln,290202,51.00273,6.93286
Iab Ionenaustauscher Gmbh Bitterfeld,Köln, Bag-lp-gfk 51368 Leverkusen,51368,51.00273,6.93286
Igefa Fachgroshandlung Fur Artikel Der Sauberkeit...,Köln, Im Uhlenwinkel 1 40822 Mettmann,40822,51.00273,6.93286
Immalin-werke Gmbh,Köln, Johannes-flintrop-str. 103 40822 Mettmann,40822,51.00273,6.93286
Industrie-plastic Zickel Gmbh & Co. Kg,Köln, Justus-von-liebig-str. 13 53121 Bonn Nordrhein-westfalen,53121,51.00273,6.93286
j.carl Hulsemann Gmbh & co.kg,Köln, Dusseldorfer Str. 59 Pf 131312 42115 Wuppertal,131312,51.00273,6.93286
Janssen-cilag Gmbh,Köln, Raiffeisenstr. 8 Pf 210440 41470 Neuss,210440,51.00273,6.93286
Johann & Konen Gmbh & Co Kg,Köln, Rosenbach 42 53229 Bonn,53229,51.00273,6.93286
Kesseler & Haas Gmbh & Co. Kg Dekora.-farbenfabrik,Köln, Gruitener Str. 7 40699 Erkrath,40699,51.00273,6.93286
Lanxess Distribution Gmbh,Köln, Gebaude K10 51369 Leverkusen,51369,51.00273,6.93286
Lci Cosmetics International Vertriebs Gmbh,Köln, Grafenberger Allee 368 Pf 230203 40235 Dusseldorf,230203,51.00273,6.93286
Lindopharm Gmbh,Köln, Neustr. 82 Pf 560 40721 Hilden,40721,51.00273,6.93286
Luhns Gmbh,Köln, Schwarzbach 91-137 Pf 201154 42277 Wuppertal,201154,51.00273,6.93286
Maler-einkauf West Eg,Köln, Mathias-bruggen-str. 88-106 Pf 300911 50829 Koln,300911,51.00273,6.93286
Marbert Cosmetic Gmbh,Köln, Bonner Str. 155 40589 Dusseldorf,40589,51.00273,6.93286
Matthias Becher,Köln, Rathelbeckstr. 295a 40627 Dusseldorf,40627,51.00273,6.93286
Metakorin Wasser-chemie Gmbh,Köln, Ernst-reuter-str. 22 Pf 100421 51427 Bergisch Gladbach,100421,51.00273,6.93286
Neftechimexport (Deutschland) Gmbh,Köln, Schadowplatz 12 Pf 103908 40212 Dusseldorf,103908,51.00273,6.93286
Neuraxpharm Arzneimittel Gmbh & Co. Kg,Köln, Elisabeth-selbert-str. 23 40764 Langenfeld (Rheinland),40764,51.00273,6.93286
New Lab Bio Quality Ag,Köln, Max-planck-str. 15a 40699 Erkrath,40699,51.00273,6.93286
Nordson Deutschland Gmbh,Köln, Heinrich-hertz-str. 42-44 Pf 3244 40699 Erkrath,40699,51.00273,6.93286
Ol-chemie Rudolf e.h. Tullmann Gesellschaft Mit...,Köln, Kieselstr. 13a 41472 Neuss,41472,51.00273,6.93286
Pansan Chemische Produkte Gmbh,Köln, Herzogstr. 23 40764 Langenfeld,40764,51.00273,6.93286
Paul Voormann Gmbh,Köln, Siemensstr. 42 101366 42551 Velbert,101366,51.00273,6.93286
Penox Gmbh,Köln, Deutz-mulheimer Str. 173 Pf 800826 51063 Koln,800826,51.00273,6.93286
Pulcra Chemicals Gmbh,Köln, Henkelstr. 67 40589 Dusseldorf,40589,51.00273,6.93286
Qiagen,Köln, Qiagen Str. 1 Pf 101064 40724 Hilden,101064,51.00273,6.93286
Quaas Klebebander Gmbh,Köln, Lindgesfeld 21 42653 Solingen,42653,51.00273,6.93286
R. Tesche Gmbh,Köln, 42857 Remscheid,42857,51.00273,6.93286
Rabbasol-chemie Chemische Fabrik Gmbh,Köln, Fallerslebenweg 9-13 Pf 190440 42719 Solingen,190440,51.00273,6.93286
Rhenania Coatings Gmbh,Köln, Rhenaniastr. 29-37 41516 Grevenbroich,41516,51.00273,6.93286
Richard Dax,Köln, Simonskaul 67 Pf 620120 50737 Koln,620120,51.00273,6.93286
Riewoldt Gmbh,Köln, Niederkasseler Str. 17 Pf 906104 51147 Koln,906104,51.00273,6.93286
Romi Hans Karl Middeldorf,Köln, Katzbach 18-20 42659 Solingen Nordrhein-westfalen,42659,51.00273,6.93286
Sangro Medical Service Gmbh,Köln, Albert-einstein-str. 6 40699 Erkrath,40699,51.00273,6.93286
Sandroplast Sandrock Gmbh,Köln, Schwesterstr. 15-19 42285 Wuppertal,42285,51.00273,6.93286
Schulz & Sohn Gmbh,Köln, Hoherweg 327 Pf 104753 40231 Dusseldorf,104753,51.00273,6.93286
Sgl Carbon Gmbh,Köln, Drachenburgstr. 1 53179 Bonn,53179,51.00273,6.93286
Simply the Best,Köln, Marie-colinet-str. 18 40721 Hilden,40721,51.00273,6.93286
Spies Hecker Gmbh,Köln, Horbeller Str. 17 Pf 510780 50858 Koln,510780,51.00273,6.93286
Theranostic Medizintechnik Gmbh,Köln, Obere Dammstr. 8-10 42653 Solingen,42653,51.00273,6.93286
V.d. Linde Arzneimittel Gmbh,Köln, Herderstr. 31-35 40721 Hilden,40721,51.00273,6.93286
Valentino - Handels Gmbh,Köln, 42699 Solingen,42699,51.00273,6.93286
Vfg Verbund Farbe Und Gestaltung Gesellschaft Mit...,Köln, Max-volmer-str. 1 40724 Hilden,40724,51.00273,6.93286
Wako Chemicals Gmbh,Köln, Nissanstr. 2 41468 Neuss,41468,51.00273,6.93286
Walther Flender Holding Gesellschaft Mit...,Köln, Schwarzer Weg 100-106 40593 Dusseldorf,40593,51.00273,6.93286
Werner Sauer Gmbh & Co.,Köln, Industrieweg 9-15 100553 51429 Bergisch Gladbach,100553,51.00273,6.93286
Werner Gmbh &,Köln, Kieselstr. 6 Pf 170130 51371 Leverkusen,170130,51.00273,6.93286
