Company,City,Addrs,zip,lat,lng
Hahn & Hahn Gmbh,Stuttgart, Birkhahnstr. 2 Pf 8229 71336 Waiblingen,71336,48.69091,9.19508
Hakawerk W. Schlotz Gmbh,Stuttgart, Bahnhofstr. 28 Pf 1280 71111 Waldenbuch,71111,48.69091,9.19508
Haka Kunz Gmbh,Stuttgart, Bahnhofstr. 30 Pf 2000 71111 Waldenbuch,71111,48.69091,9.19508
Herbert Rapp Gmbh & Co.,Stuttgart, Karl-benz-str. 4-6 72124 Pliezhausen,72124,48.69091,9.19508
Hermes Gmbh,Stuttgart, Johannes-kepler-str. 10 74354 Besigheim,74354,48.69091,9.19508
Hoba Lacke Und Farben Gmbh,Stuttgart, Grabenstr. 25 Pf 1157 72411 Bodelshausen,72411,48.69091,9.19508
Holle & Huttner Ag,Stuttgart, Derendinger Str. 40 72072 Tubingen,72072,48.69091,9.19508
Horlacher Maschinenbau Gmbh & Co. Kg,Stuttgart, Zeller Str. 2 73271 Holzmaden Baden-wuerttemberg,73271,48.69091,9.19508
Ilka-chemie Gmbh,Stuttgart, Gottlieb-daimler-str. 1 71732 Tamm,71732,48.69091,9.19508
Impocolor Chemiegesellschaft Mit Beschrankter...,Stuttgart, Pfullinger Str. 4 Pf 1965 72800 Eningen Unter Achalm,72800,48.69091,9.19508
Industrielack-werk Esslingen Johannes Haas Gmbh,Stuttgart, Plochinger Str. 157 73257 Kongen,73257,48.69091,9.19508
Iris Gminski,Stuttgart, Bergstr. 31 71263 Weil Der Stadt,71263,48.69091,9.19508
Johann Christian Fochtenberger Cosmetics Gmbh,Stuttgart, Hermann-hesse-str. 28 74074 Heilbronn,74074,48.69091,9.19508
Jutta Kuester,Stuttgart, Heinrich-hertz-str. 9 74354 Besigheim,74354,48.69091,9.19508
K. H. Klink Chemierohstoffe Gmbh,Stuttgart, Nauheimer Str. 37 Pf 500605 70372 Stuttgart,500605,48.69091,9.19508
Kahles Gmbh,Stuttgart, Hauptstr. 9 71732 Tamm,71732,48.69091,9.19508
Karl Weysser Gmbh,Stuttgart, Essener Str. 5 71332 Waiblingen,71332,48.69091,9.19508
Kiesel Bauchemie Gmbh & Co. Kg,Stuttgart, Wolf-hirth-str. 2 Pf 100852 73730 Esslingen,100852,48.69091,9.19508
Kiesel Bauchemie Gmbh & Co Kommanditgesellschaft,Stuttgart, Wolf-hirth-str. 2 73730 Esslingen,73730,48.69091,9.19508
Klaus Ebinger Und Wilfried Ebinger,Stuttgart, Robert-bosch-str. 7 72827 Wannweil,72827,48.69091,9.19508
Kunststoffverarbeitung Hermann Gilbert,Stuttgart, Industriestr. 39 74193 Schwaigern,74193,48.69091,9.19508
Lackfabrik dr.schmid Gmbh & co.kg,Stuttgart, Heinkelstr. 21 73614 Schorndorf,73614,48.69091,9.19508
Lackfabrik Fendal Gmbh & Co. Kg,Stuttgart, Ulmenstr. 23 71069 Sindelfingen,71069,48.69091,9.19508
Lackier-& Karosserietechnik Cms Gmbh,Stuttgart, Kirchheimer Str. 183 73265 Dettingen,73265,48.69091,9.19508
"Langenhan, Chemieprodukte, Richard Langenhan E. K.",Stuttgart, Gewerbestr. 8 1111 71144 Steinenbronn,71144,48.69091,9.19508
Lithofin Produkte Ag,Stuttgart, Heinrich-otto-str. 42 73240 Wendlingen,73240,48.69091,9.19508
Marabuwerke Gmbh & Co. Kg,Stuttgart, Asperger Str. 4 Pf 152 71732 Tamm,71732,48.69091,9.19508
Melvo Gmbh,Stuttgart, Voithstr. 1 Pf 150 71640 Ludwigsburg,71640,48.69091,9.19508
Miba Plastik Gertraud Wiesenmaier,Stuttgart, Ihinger Str. 13 71106 Magstadt Baden-wuerttemberg,71106,48.69091,9.19508
Nagele Service Gmbh,Stuttgart, Gewerbestr. 40 Pf 800128 70565 Stuttgart,800128,48.69091,9.19508
Oel-tank-service Jochen Stanke Gmbh,Stuttgart, Alteburgstr. 131 72762 Reutlingen,72762,48.69091,9.19508
Oel-ankele Gmbh,Stuttgart, August-lammle-str. 16-22 72766 Reutlingen,72766,48.69091,9.19508
Oel-held Gmbh,Stuttgart, Ulmer Str. 135-139 131102 70188 Stuttgart,131102,48.69091,9.19508
Ossacur Ag,Stuttgart, Benzstr. 7 71720 Oberstenfeld,71720,48.69091,9.19508
Peter Essich Gmbh,Stuttgart, Austr. 14 71739 Oberriexingen Baden-wuerttemberg,71739,48.69091,9.19508
Plochina-chemie Weis Gmbh,Stuttgart, Franz-oechsle-str. 3 Pf 1261 73207 Plochingen,73207,48.69091,9.19508
Raidex Gmbh,Stuttgart, Neuhauser Str. 17 72581 Dettingen,72581,48.69091,9.19508
Reiser Gmbh,Stuttgart, Max-eyth-str. 12 73269 Hochdorf,73269,48.69091,9.19508
Remsgold Chemie Gmbh & Co.,Stuttgart, Talstr. 2 73650 Winterbach,73650,48.69091,9.19508
Robert Klinger Gmbh,Stuttgart, Im Tale 20-24 Pf 146 73635 Rudersberg,73635,48.69091,9.19508
Robugen Gmbh,Stuttgart, Alleenstr. 22-26 Pf 266 73730 Esslingen,73730,48.69091,9.19508
Roswitha Ziem,Stuttgart, Solitudestr. 40 71638 Ludwigsburg,71638,48.69091,9.19508
Rudt Industrielacke Gmbh,Stuttgart, Neuhauser Str. 19-21 72581 Dettingen,72581,48.69091,9.19508
Rudolf Lenhart Gmbh & Co. Kg,Stuttgart, Liststr. 2 71336 Waiblingen,71336,48.69091,9.19508
Ruja-chemie Gmbh,Stuttgart, Daimlerstr. 5 1223 72636 Frickenhausen,72636,48.69091,9.19508
Sandvik Process Systems Zn Der / Division of...,Stuttgart, Salierstr. 35 70736 Fellbach,70736,48.69091,9.19508
Schuh-boss Gmbh,Stuttgart, Uhlandstr. 11 71522 Backnang,71522,48.69091,9.19508
Siegle Gbr,Stuttgart, Herrenberger Str. 15 71263 Weil Der Stadt,71263,48.69091,9.19508
Siegwerk Backnang Gmbh,Stuttgart, Wanne 6 71522 Backnang Baden-wuerttemberg,71522,48.69091,9.19508
Straehle Gummiformtechnik Gmbh,Stuttgart, Wertstr. 10 73257 Kongen,73257,48.69091,9.19508
Sts-druckfarben Gmbh,Stuttgart, Sulzburgstr. 12 72636 Frickenhausen,72636,48.69091,9.19508
t.d. Williamson (Deutschland) Gmbh,Stuttgart, Blumenstr. 19 73728 Esslingen,73728,48.69091,9.19508
Tessol Kraftstoffe Mineralole Und Tankanlagen...,Stuttgart, Kornbergstr. 36 Pf 104820 70176 Stuttgart,104820,48.69091,9.19508
Th. Brunner Hygiene-gmbh,Stuttgart, Goppinger Str. 47 73278 Schlierbach,73278,48.69091,9.19508
Thermoplastik Und Formenbau Schiele Gmbh,Stuttgart, Industriestr. 37 74193 Schwaigern,74193,48.69091,9.19508
Vollmer Chemie Vertriebs-gmbh,Stuttgart, 73230 Kirchheim,73230,48.69091,9.19508
Walter Schonenberger Pflanzensaftwerk Gmbh & Co.,Stuttgart, Muhlstr. 5-7 Pf 1120 71106 Magstadt,71106,48.69091,9.19508
Walter Schafer Inh. Jorg Dagies E. K.,Stuttgart, Gutenbergstr. 14 70736 Fellbach,70736,48.69091,9.19508
Walter Rau Gmbh & Co. Kg Speickwerk,Stuttgart, Sigmaringer Str. 31-33 Pf 810380 70567 Stuttgart,810380,48.69091,9.19508
Weckerle Lackfabrik Gmbh,Stuttgart, Strohgaustr. 20 Pf 400949 70435 Stuttgart,400949,48.69091,9.19508
Wegscheider Farben Gmbh,Stuttgart, Muhlwiesenstr. 12 72555 Metzingen,72555,48.69091,9.19508
Weigola Chemische Praparate Gmbh,Stuttgart, Essener Str. 5 71332 Waiblingen,71332,48.69091,9.19508
Werkzeugbau Hans Schulz Gmbh,Stuttgart, Badstubengasse 10 72581 Dettingen,72581,48.69091,9.19508
Wilfred Antony Gmbh Lackfabrik,Stuttgart, Ludwigsburger Str. 44 71732 Tamm,71732,48.69091,9.19508
Winfried Rosenberger,Stuttgart, Johannes-kepler-str. 4 74354 Besigheim,74354,48.69091,9.19508
Yves Rocher Ag,Stuttgart, Albstadtweg 10 Pf 801130 70567 Stuttgart,801130,48.69091,9.19508
Zelu Chemie Gmbh,Stuttgart, Robert-bosch-str. 8 71711 Murr,71711,48.69091,9.19508
Ingenieurburo Fritz Spieth Kathodischer...,Ulm, Daimlerstr. 4-7 89555 Steinheim,89555,48.691844,10.060503
Proligo Biochemie Gmbh,Ulm, Riedstr. 2 89555 Steinheim,89555,48.691844,10.060503
Sigma-aldrich Produktions Gmbh,Ulm, Riedstr. 2 89555 Steinheim,89555,48.691844,10.060503
Sigma-aldrich Biochemie Gmbh,Ulm, 89555 Steinheim,89555,48.691844,10.060503
Infirmarius-rovit Gmbh,Ulm, Eislinger Str. 66 73084 Salach,73084,48.692902,9.737788
Dr. Rudolf Liebe Nachfolger Gmbh & Co. Kg,Stuttgart, Max-lang-str. 64 70771 Leinfelden-echterdingen,70771,48.69618,9.18384
Dr. Rudolf Liebe Nachfolger Gmbh & Co. Kg.,Stuttgart, 70771 Leinfelden-echterdingen,70771,48.69618,9.18384
Graf-plastik Gesellschaft Mit Beschrankter Haftung,Stuttgart, Ernst-mey-str. 17 70771 Leinfelden-echterdingen,70771,48.69618,9.18384
J. Lorch Ges. & Co. Gmbh,Stuttgart, 70771 Leinfelden-echterdingen,70771,48.69618,9.18384
Resau Gmbh & Co Chemische Produkte,Stuttgart, Gutenbergstr. 11 Pf 1140 73779 Deizisau,73779,48.712691,9.386776
Pct Performance Chemicals Gmbh,Augsburg, 86657 Bissingen,86657,48.71368,10.620357
Audax-keck Gmbh,Stuttgart, Weiherstr. 10 75365 Calw,75365,48.714419,8.741241
Dado-cosmed Gmbh,Karlsruhe, Lindenstr. 15 Pf 1155 75365 Calw,75365,48.714419,8.741241
Steripac Gmbh,Karlsruhe, 75365 Calw,75365,48.714419,8.741241
Tautropfen Naturkosmetik Gmbh,Stuttgart, Rosenweg 1 75365 Calw,75365,48.714419,8.741241
M & P International Markenvertrieb Gmbh & Co...,Ingolstadt, Haunwohrer Str. 11 85051 Ingolstadt,85051,48.715215,11.372171
Aloe Vera Margot Varga,Ingolstadt, Pichler Str. 15 85077 Manching,85077,48.716999,11.4933
Franz Mathes Gmbh,Ingolstadt, Bergstr. 2 5 85077 Manching,85077,48.716999,11.4933
Cetepro Chemisch-technische Produkte Gmbh,Stuttgart, Walbrunnenstr. 12 70599 Stuttgart,70599,48.71752,9.17232
Lackfabrik Baeder Gmbh & co.kg,Stuttgart, Dieselstr. 34 73734 Esslingen,73734,48.71875,9.318028
Rohm and Haas Electronic Materials Deutschland...,Stuttgart, Limburgstr. 31 73734 Esslingen,73734,48.71875,9.318028
Wunderlich Werkzeugbau Gmbh,Stuttgart, Jakobstr. 72 73734 Esslingen,73734,48.71875,9.318028
Te-wi-pack Uhl Gmbh,Stuttgart, Industriestr. 15 75382 Althengstett,75382,48.723235,8.79397
Tewipack Uhl Gmbh,Stuttgart, 75382 Althengstett,75382,48.723235,8.79397
K & B Metallverarbeitungs Gmbh,Passau, Gewerbestr. 1 94577 Winzer,94577,48.725644,13.07268
Adolf Hasenmaier & Sohn,Stuttgart, Liebknechtstr. 50 70565 Stuttgart Baden-wuerttemberg,70565,48.72593,9.11396
Karl Kappler Gmbh U. Co Kg,Stuttgart, Liebknechtstr. 48 70565 Stuttgart,70565,48.72593,9.11396
Blaser Swisslube Gmbh,Stuttgart, Eichwiesenring 1/1 70567 Stuttgart,70567,48.728806,9.150379
Kluge Gmbh,Stuttgart, Eichwiesenring 11 70567 Stuttgart,70567,48.728806,9.150379
Ribler Gmbh,Stuttgart, Plieninger Str. 58 70567 Stuttgart,70567,48.728806,9.150379
Yves Rocher Aktiengesellschaft,Stuttgart, Albstadtweg 10 70567 Stuttgart,70567,48.728806,9.150379
Epucret Mineralgusstechnik Gmbh & Co. Kg,Stuttgart, Daimler Str. 18-26 73117 Wangen,73117,48.728897,9.61045
Diato Gmbh,Stuttgart, Brunnwiesenstr. 9 73760 Ostfildern,73760,48.73377,9.22171
Regena Ney Cosmetic Dr. Theurer Gmbh & Co. Kg,Stuttgart, Brunnwiesenstr. 21 73760 Ostfildern,73760,48.73377,9.22171
Vautid Verschleiss-technik Dr. Ing. Hans Wahl Gmbh,Stuttgart, Brunnwiesenstr. 5 Pf 4110 73760 Ostfildern,73760,48.73377,9.22171
Vitorgan Arzneimittel Gmbh,Stuttgart, Brunnwiesenstr. 21 4240 73760 Ostfildern,73760,48.73377,9.22171
Hoffmann Mineral Gmbh & Co. Kg,Ingolstadt, Munchener Str. 75 86633 Neuburg,86633,48.735954,11.184327
Jeyes Deutschland Gmbh,Ingolstadt, Anna-von-philipp-str. 33 86633 Neuburg,86633,48.735954,11.184327
Ernst Dehn Nachfolger Gmbh & Co. Kg,Stuttgart, Julius-holder-str. 48 70597 Stuttgart,70597,48.73804,9.16258
Firma Beisswenger Gmbh,Stuttgart, Silcherstr. 47-53 73666 Baltmannsweiler Baden-wuerttemberg,73666,48.742455,9.448726
Wolfgang Bott,Karlsruhe, Jahnstr. 7 75323 Bad Wildbad Baden-wuerttemberg,75323,48.749297,8.550746
Kettlitz-chemie Gmbh,Augsburg, Industriestr. 6 86643 Rennertshofen,86643,48.757666,11.045444
Hexion Specialty Chemicals Stuttgart Gmbh,Stuttgart, Am Ostkai 22 70327 Stuttgart,70327,48.759328,9.254318
Th. Geyer Gmbh & Co. Kg,Stuttgart, Dornierstr. 4 Pf 1336 71272 Renningen,71272,48.7608,8.961091
Dundidaniel&jagergmbh,Stuttgart, Rotebuhlstr. 89/2 70178 Stuttgart,70178,48.76418,9.17227
Industriepark Munchsmunster Gmbh & Co. Kg,Ingolstadt, Berghauser Weg 50 85126 Munchsmunster,85126,48.765186,11.68997
Star Agro Analyse Und Handels Gmbh...,Straubing, Professor-reger-str. 22 94339 Leiblfing,94339,48.772806,12.513564
Quellen - Apothekenprodukte Gmbh,Stuttgart, Wilhelmstr. 4 75378 Bad Liebenzell,75378,48.773945,8.730995
Kraiss & Friz Kg,Stuttgart, Neckarstr. 182 70190 Stuttgart,70190,48.777127,9.180707
Oelheld Gmbh,Stuttgart, 70188 Stuttgart,70188,48.777127,9.180707
Bioregio Stern Management Gmbh,Stuttgart, Friedrichstr. 10 70174 Stuttgart,70174,48.77988,9.16639
Fischinger Kg,Stuttgart, Fritz-elsas-str. 26 70174 Stuttgart,70174,48.77988,9.16639
Rosel Heim Produktions Gmbh,Karlsruhe, 76530 Baden-baden,76530,48.780105,8.269211
Emil Lihotzky Maschinenfabrik Gmbh & Co. Kg,Straubing, Lagerhausstr. 16 Pf 1165 94447 Plattling,94447,48.78128,12.869551
Ostbayerische Fleischmehlerzeugung Gmbh,Straubing, Wasingerweg 12 94447 Plattling,94447,48.78128,12.869551
Curavital,Ulm, Hafnerweg 27 73447 Oberkochen,73447,48.784077,10.105578
Burgdorf Gmbh & Co. Kg,Stuttgart, Birkenwaldstr. 94 70191 Stuttgart,70191,48.78915,9.1817
Biosyn Arzneimittel Gmbh,Stuttgart, Schorndorfer Str. 32 Pf 1246 70734 Fellbach,70734,48.79275,9.26338
Fabema Color Brillenlackierung Gmbh,Stuttgart, Holderackerstr. 5 70839 Gerlingen,70839,48.799355,9.063995
Grau Aromatics Gmbh & Co. Kg,Ulm, Bismarckstr. 4 73525 Schwabisch Gmund,73525,48.802302,9.802771
Friedrich Klumpp Gmbh,Stuttgart, Dornbirner Str. 23 70469 Stuttgart,70469,48.80385,9.12934
Gustav Heess Oleochemische Erzeugnisse Gmbh,Stuttgart, Wernerstr. 83 70469 Stuttgart,70469,48.80385,9.12934
K & E Druckfarben Vertriebsges. Mbh,Stuttgart, Sieglestr. 25 70469 Stuttgart,70469,48.80385,9.12934
Maplan Deutschland Maschinen Und Technische...,Stuttgart, Siemensstr. 96-100 70469 Stuttgart,70469,48.80385,9.12934
Paul Godel Gmbh & Co. Kg,Stuttgart, Engelbergstr. 112 70499 Stuttgart,70499,48.80385,9.12934
Sikkens Gmbh,Stuttgart, Magirusstr. 14 70469 Stuttgart,70469,48.80385,9.12934
Simpex Gesellschaft Mit Beschrankter Haftung...,Stuttgart, Sieglestr. 25 70469 Stuttgart,70469,48.80385,9.12934
Gehe Pharma Handel Gmbh,Stuttgart, Neckartalstr. 131 70376 Stuttgart,70376,48.80499,9.215459
Ziwi-vertrieb Gbr,Stuttgart, Schmollerstr. 92a 70378 Stuttgart,70378,48.80499,9.215459
Lang Gmbh & Co. Kg,Karlsruhe, Lerchenbergstr. 4 76571 Gaggenau,76571,48.805372,8.319726
Spectra Eine Division Der Keramag Ag,Karlsruhe, Waldstr. 33 76571 Gaggenau,76571,48.805372,8.319726
Dc Druck-chemie Sued Gmbh & Co. Kg,Ingolstadt, Dieselstr. 20 85080 Gaimersheim,85080,48.806703,11.368878
Wiedes Gmbh,Passau, Aigenstadl 1 94078 Freyung,94078,48.807324,13.54704
D-tack Klebeband Gmbh,Ulm, Sauerbachstr. 2 73457 Essingen,73457,48.808696,10.027556
Colortecoberflachentechnikgmbh,Ingolstadt, Alfred-brehm-str. 5 85053 Ingolstadt,85053,48.8103,11.455888
Matuschka International Inh. Gerhard Matuschka,Ingolstadt, Winkstr. 3 85053 Ingolstadt,85053,48.8103,11.455888
Hans Landgraf Ohg,Ingolstadt, Goethestr. 57 85055 Ingolstadt,85055,48.811779,11.407357
Ww Marketing Gmbh,Regensburg, Poglstr. 9 93326 Abensberg,93326,48.816475,11.846036
Huma-farben Gmbh,Ulm, Ziegelfeldstr. 66 73563 Mogglingen,73563,48.823031,9.961135
Irene Schwenk,Stuttgart, Daimlerstr. 1 75233 Tiefenbronn,75233,48.824176,8.801091
Cetelon Lackfabrik Walter Stier Gmbh & Co. Kg,Stuttgart, Boschstr. 1 Pf 1162 71254 Ditzingen,71254,48.824344,9.068566
Holmenkol Sport-technologies Gmbh & Co. Kg,Stuttgart, Leonberger Str. 56-62 71254 Ditzingen,71254,48.824344,9.068566
Karl Maier Gmbh & Co.,Stuttgart, Nagoldstr. 10-14 71254 Ditzingen,71254,48.824344,9.068566
Loba Gmbh & Co. Kg,Stuttgart, Leonberger Str. 56-62 71254 Ditzingen,71254,48.824344,9.068566
Loba-gmbh & co.kg,Stuttgart, Leonberger Str. 56-62 71254 Ditzingen,71254,48.824344,9.068566
S & a Marketing e.k.,Stuttgart, Silcherstr. 49 71254 Ditzingen,71254,48.824344,9.068566
Huntsman Gmbh,Straubing, Land-au 30 Pf 1463 94469 Deggendorf,94469,48.833671,12.960648
J. Sollner Gmbh,Straubing, Industriestr. 28 94469 Deggendorf,94469,48.833671,12.960648
Karl Wiedemann Wachswarenfabrik Gmbh,Straubing, Maria-ward-platz 6 Pf 2030 94469 Deggendorf,94469,48.833671,12.960648
Medtronic Sofamor Danek Deggendorf Gmbh,Straubing, Werftstr. 17 94469 Deggendorf,94469,48.833671,12.960648
Stern Entsorgungs- Und Brennstoffhandel Gmbh,Straubing, Brunnwiesenstr. 8-10 94469 Deggendorf,94469,48.833671,12.960648
Wolfgang Kilger,Straubing, Land-au 8 94469 Deggendorf,94469,48.833671,12.960648
Ms Duroplast Gmbh,Regensburg, Am Gewerbering 17 84069 Schierling,84069,48.83542,12.18278
Kurt Kitzing Gmbh,Aalen, Hinterm Alten Schlos 21 86757 Wallerstein,86757,48.83597,10.08991
Sudmo Components Gmbh,Aalen, Industriestr. 7 73469 Riesburg,73469,48.83597,10.08991
Top Geo Mineralienhandel Gmbh,Aalen, Gersbach 10 74589 Satteldorf,74589,48.83597,10.08991
Kronochem Gmbh,Karlsruhe, Kuppenheimer Str. 30 76476 Bischweier,76476,48.837659,8.284693
Etienne Dalton Beaute De La Mer E. K.,Deggendorf, Hauptstr. 5 94571 Schaufling,94571,48.84299,13.069571
Kallipareia Cosmetic Produktions- Und Vertriebs...,Deggendorf, 94571 Schaufling,94571,48.84299,13.069571
Astorplast Klebetechnik Ag,Esslingen, Limesweg 19 Pf 80 73553 Alfdorf,73553,48.843721,9.718497
Langro-chemie Theo Lang Gmbh,Stuttgart, Strohgaustr. 14 70435 Stuttgart,70435,48.846346,9.15745
Destilla Gmbh,Aalen, Erninger Str. 2 Pf 1134 86720 Nordlingen,86720,48.850831,10.489575
Isocoll Chemie Gmbh,Aalen, Jaumann-industriepark 5 86720 Nordlingen,86720,48.850831,10.489575
Sprewa Sprengmittel Gmbh,Aalen, Taigweg 4 Pf 1323 86720 Nordlingen,86720,48.850831,10.489575
Wilfried Postweiler,Karlsruhe, Obere Stockstr. 6 75180 Pforzheim,75180,48.85448,8.663101
Johann N. Mirwald,Passau, Krollstr. 1 94481 Grafenau,94481,48.857542,13.397405
Wiegel Bopfingen Feuerverzinken Gmbh,Aalen, Carl-zeiss-str. 7 73441 Bopfingen Baden-wuerttemberg,73441,48.859338,10.353931
Oranbay,Stuttgart, Theodor-heuss-str. 22 70806 Kornwestheim,70806,48.861565,9.184509
Kurt Seebach,Karlsruhe, Durmersheimer Str. 25-27 76316 Malsch,76316,48.86224,8.33727
Zatec Zahnrader Gmbh & Co. Kg,Karlsruhe, Daimlerstr. 20a 76316 Malsch,76316,48.86224,8.33727
F. B. Lehmann Maschinenfabrik Gmbh,Ulm, Daimlerstr. 12-13 Pf 1504 73431 Aalen,73431,48.865246,10.104209
Wzm Apparatebau Und Fordertechnik Gmbh,Ulm, Robert-bosch-str. 80 73431 Aalen,73431,48.865246,10.104209
Berolina Schriftbild k.h. Hirner Gmbh,Stuttgart, Neckaraue 24 71686 Remseck Am Neckar,71686,48.866453,9.268892
Karl Gramm Gmbh & Co. Kg,Stuttgart, Neckaraue 11 71686 Remseck Am Neckar,71686,48.866453,9.268892
Scholl Concepts Gmbh,Stuttgart, 71686 Remseck,71686,48.866453,9.268892
Jaeger Gmbh Kosmetisch-pharmazeutische Produkte,Karlsruhe, Heinkelstr. 8 76461 Muggensturm,76461,48.870054,8.276398
Widder Gmbh & Co. Kg Chemische Fabrik,Stuttgart, Eibenweg 18 Pf 405 71364 Winnenden,71364,48.877981,9.397046
Diermeier Gmbh & Cie. Mineraloel Kg,Straubing, Mahkornstr. 14 94315 Straubing,94315,48.879921,12.570278
Union - Olfeuerung Gmbh & Co Kg,Straubing, Gutenbergstr. 6 94315 Straubing,94315,48.879921,12.570278
Zech Ag & Co. Kg,Straubing, Borsigstr. 10 440 94315 Straubing,94315,48.879921,12.570278
Wabeg - Inh. Alois Zitzelsberger Jun. e.k.,Straubing, Birkenstr. 5 94419 Reisbach,94419,48.88006,12.57027
Weko Kunststoffverarbeitung Gmbh,Aalen, Eugen-hahn-str 35 73565 Spreitbach Baden-wuerttemberg,73565,48.880614,9.762207
Gasversorgung Pforzheim Land Gmbh,Karlsruhe, Sandweg 22 75179 Pforzheim,75179,48.886529,8.657397
Kloster-laboratorium Lorch Arthur Petersen Kg,Esslingen, Klosterstr. 21 73547 Lorch,73547,48.88836,11.01933
Staufen-pharma Gmbh & Co. Kg,Esslingen, Bahnhofstr. 35 73033 Goppingen,73033,48.88836,11.01933
Revlon Professional Colomer Germany Gmbh,Karlsruhe, 75173 Pforzheim,75173,48.889012,8.667961
Guenter Rauscher,Stuttgart, Industriestr. 5 71706 Markgroningen,71706,48.891173,9.028541
Wabo Schmiertechnik Gmbh & Co. Kg,Ansbach, 86759 Wechingen,86759,48.892784,10.614386
Cetto Werkzeugtechnik Gmbh,Regensburg, Bahnhofstr. 22 93342 Saal,93342,48.898591,11.929661
Baumann Dental Gmbh,Karlsruhe, Frankenstr. 25 75210 Keltern,75210,48.901586,8.573208
Ebingergesellschaftmitbeschrankterhaftung,Stuttgart, Industriestr. 2 75223 Niefern-oschelbronn,75223,48.906033,8.814462
Eurofins-gab Gmbh,Stuttgart, Eutinger Str. 24 75223 Niefern-oschelbronn,75223,48.906033,8.814462
Giek Gmbh,Stuttgart, Industriestr. 2 75223 Niefern-oschelbronn,75223,48.906033,8.814462
Alfred Keller Ohg,Stuttgart, Marbacher Str. 73 71642 Ludwigsburg Baden-wuerttemberg,71642,48.910097,9.203031
Pvs Chemicals Germany Gmbh,Regensburg, Sud-chemie-str. 3 93309 Kelheim,93309,48.918605,11.872225
Rott & Sohn Gmbh & Co. Kg,Regensburg, Kelheimwinzerstr. 283 93309 Kelheim,93309,48.918605,11.872225
Ambassador-chemie R. Alexander Wunderlich,Stuttgart, Talstr. 7-9 71576 Burgstetten,71576,48.927505,9.372803
Dr. Otto Hartmann Chemische Fabrik Und...,Stuttgart, Uhlandstr. 30 Pf 1309 71665 Vaihingen,71665,48.930585,8.959478
Du Pont Protective Coatings,Stuttgart, Rieter Tal 71665 Vaihingen,71665,48.930585,8.959478
Schick Gmbh & Co. Kg,Stuttgart, Tafingerstr. 4 71665 Vaihingen,71665,48.930585,8.959478
Aspen-produkte Handels Gmbh,Stuttgart, Steinheimer Str. 16 71691 Freiberg,71691,48.932362,9.202478
Thader Mustervertrieb Gmbh,Aalen, Pritschenhof 4 74417 Gschwend,74417,48.933036,9.743342
Christine Lahr,Karlsruhe, Bergstr. 33 76337 Waldbronn,76337,48.93511,8.47262
Polytec Pt Gmbh Polymere Technologien,Karlsruhe, Polytec-platz 1-7 76337 Waldbronn,76337,48.93511,8.47262
Igepa-chemie Gmbh,Regensburg, Mitterfeldstr. 7a 93077 Bad Abbach,93077,48.937342,12.040719
Adhesive Products Gmbh,Regensburg, 94345 Aholfing,94345,48.942262,12.469813
baslerhaar-kosmetikgmbh&co.kg,Stuttgart, Gansacker 20 74321 Bietigheim-bissingen,74321,48.944558,9.109438
Dr. Eugen Schaal Nachfolger Gmbh,Stuttgart, Hopfigheimer Str. 32 74321 Bietigheim-bissingen,74321,48.944558,9.109438
Elbe-schleifmittelwerk Gmbh Und Co Kg,Stuttgart, 74321 Bietigheim-bissingen,74321,48.944558,9.109438
Elfra-cosmetic Gmbh,Stuttgart, Lindenstr. 46-48 74321 Bietigheim-bissingen,74321,48.944558,9.109438
Kahles Versand Gmbh,Stuttgart, Lindenstr. 46-48 Pf 1551 74321 Bietigheim-bissingen,74321,48.944558,9.109438
Adhetek Gmbh,Karlsruhe, Untere Weinbergstrasse 27 75239 Eisingen,75239,48.946543,8.667765
Megaplast Bauchemie Gmbh,Karlsruhe, Oberwaldstr. 15 76474 Au,76474,48.952133,8.238835
Braun Reinigungssysteme,Stuttgart, Aucht 2-4 74343 Sachsenheim,74343,48.960348,9.06345
Abnoba Heilmittel Gmbh,Karlsruhe, Hohenzollernstr. 16 75177 Pforzheim,75177,48.966153,8.729134
"Rudiger Hildebrand, Bettina Kubler-hildebrand Und...",Karlsruhe, Redtenbacherstr. 23 75177 Pforzheim,75177,48.966153,8.729134
Heide Oberle,Karlsruhe, Karl-schlageter-str. 26 76287 Rheinstetten,76287,48.969815,8.307293
Legrom Gmbh,Esslingen, Hauenstr. 10 71540 Murrhardt,71540,48.980023,9.581499
Noventa Engineering Deutschland Gmbh & Co. Kg,Stuttgart, Erich-schumm-str. 2-4 71540 Murrhardt,71540,48.980023,9.581499
Wws Technik in Form Und Kunststoff Gmbh,Stuttgart, Im Seelenwinkel 5 71570 Oppenweiler,71570,48.985678,9.460219
Afadhasiveformteilegmbh,Karlsruhe, Hammerwerkstr. 29 76327 Pfinztal,76327,48.986031,8.545111
